Serial (序号)	Idiom (成语)	Frequency (频率)	HSK level (HSK级别)
1:	先发制人	695	
2:	前所未有	323	4
3:	众所周知	273	4
4:	引人注目	253	4
5:	无论如何	208	
6:	坚定不移	182	
7:	理所当然	174	4
8:	千方百计	161	3
9:	当务之急	161	
10:	独立自主	153	4
11:	一意孤行	148	
12:	讨价还价	141	4
13:	显而易见	138	4
14:	韬光养晦	138	
15:	所作所为	135	
16:	史无前例	133	
17:	不可思议	131	
18:	实事求是	129	2
19:	一如既往	118	
20:	举足轻重	114	
21:	出人意料	107	
22:	成千上万	107	3
23:	相提并论	104	
24:	轩然大波	104	
25:	可想而知	103	4
26:	循序渐进	101	4
27:	十面埋伏	101	
28:	不以为然	98	
29:	不得而知	97	
30:	针锋相对	96	
31:	不约而同	93	
32:	全力以赴	93	4
33:	截然不同	92	
34:	源源不断	91	
35:	有目共睹	90	
36:	变本加厉	90	
37:	铤而走险	89	
38:	错综复杂	87	
39:	别有用心	87	
40:	速战速决	87	
41:	沸沸扬扬	87	
42:	突如其来	85	
43:	不言而喻	85	4
44:	不遗余力	84	
45:	一触即发	83	
46:	忧心忡忡	82	
47:	迫不及待	82	
48:	紧锣密鼓	80	
49:	耐人寻味	78	
50:	脱颖而出	78	
51:	咄咄逼人	77	
52:	一无所知	77	
53:	息息相关	77	
54:	举世瞩目	77	4
55:	不择手段	76	
56:	掉以轻心	76	
57:	想方设法	76	4
58:	意想不到	74	
59:	不得人心	73	
60:	层出不穷	72	4
61:	竭尽全力	72	
62:	肆无忌惮	72	
63:	来之不易	71	
64:	艰苦奋斗	71	
65:	与日俱增	71	
66:	大张旗鼓	70	
67:	有朝一日	70	
68:	长治久安	69	
69:	不合时宜	69	
70:	一举一动	68	
71:	顺理成章	68	
72:	首当其冲	68	
73:	迫在眉睫	66	
74:	取而代之	66	
75:	独一无二	66	
76:	拭目以待	65	
77:	训练有素	65	
78:	兵戎相见	64	
79:	小心翼翼	64	4
80:	一年一度	64	
81:	明目张胆	63	
82:	无可奈何	63	3
83:	口口声声	63	
84:	空穴来风	63	
85:	名副其实	63	4
86:	如意算盘	62	
87:	绳之以法	62	
88:	背道而驰	62	
89:	行之有效	62	
90:	卓有成效	62	
91:	甚嚣尘上	61	
92:	接二连三	61	4
93:	如火如荼	61	
94:	当家作主	61	
95:	推波助澜	61	
96:	微乎其微	61	
97:	万无一失	60	
98:	卷土重来	60	
99:	雪上加霜	60	
100:	无能为力	60	4
101:	不好意思	60	
102:	剑拔弩张	59	
103:	自力更生	59	4
104:	一席之地	59	
105:	自始至终	59	3
106:	悬崖勒马	58	
107:	十字路口	58	
108:	东山再起	56	
109:	大势所趋	56	
110:	一波三折	56	
111:	自欺欺人	55	
112:	此起彼伏	55	
113:	青天白日	55	
114:	求同存异	55	
115:	不堪设想	55	
116:	轻而易举	54	
117:	防不胜防	54	
118:	置之不理	54	
119:	自相矛盾	54	3
120:	扑朔迷离	54	
121:	信誓旦旦	53	
122:	根深蒂固	52	4
123:	突飞猛进	52	
124:	停滞不前	51	
125:	出乎意料	51	
126:	深思熟虑	51	
127:	恶性循环	51	
128:	欢欣鼓舞	51	
129:	为所欲为	51	
130:	直言不讳	51	
131:	左右逢源	51	
132:	不相上下	51	4
133:	突然袭击	51	
134:	水落石出	51	
135:	直截了当	50	
136:	耸人听闻	50	
137:	迫不得已	50	
138:	供不应求	50	4
139:	在所难免	50	
140:	严阵以待	50	
141:	大吃一惊	50	
142:	捉襟见肘	50	
143:	一针见血	50	
144:	一模一样	50	
145:	如出一辙	50	
146:	莫名其妙	49	4
147:	异口同声	49	
148:	刮目相看	49	
149:	无可厚非	49	
150:	归根结底	49	
151:	得不偿失	48	4
152:	津津乐道	48	
153:	日新月异	48	
154:	荡然无存	48	
155:	生死存亡	48	
156:	不失时机	48	
157:	焦头烂额	48	
158:	不足为奇	48	
159:	暴露无遗	47	
160:	轻举妄动	47	
161:	难以置信	47	
162:	议论纷纷	47	
163:	不了了之	47	
164:	铺天盖地	46	
165:	不知不觉	46	4
166:	悬而未决	46	
167:	视而不见	46	
168:	随心所欲	45	
169:	见义勇为	45	
170:	一目了然	45	
171:	花花公子	45	
172:	无中生有	45	
173:	措手不及	45	
174:	忍无可忍	45	
175:	袖手旁观	45	
176:	有条不紊	45	
177:	无动于衷	45	
178:	不可收拾	45	
179:	记忆犹新	45	
180:	子虚乌有	44	
181:	水到渠成	44	
182:	蠢蠢欲动	44	
183:	风云人物	44	
184:	无所作为	44	4
185:	迎刃而解	43	
186:	众说纷纭	43	
187:	罪魁祸首	43	
188:	风风雨雨	43	
189:	深入人心	43	
190:	自然而然	43	
191:	安居乐业	42	
192:	无独有偶	42	
193:	未雨绸缪	42	
194:	应运而生	42	
195:	理直气壮	42	4
196:	风云变幻	42	
197:	比比皆是	42	
198:	万众一心	42	
199:	匪夷所思	41	
200:	来龙去脉	41	
201:	惊心动魄	41	
202:	全军覆没	41	
203:	淋漓尽致	41	
204:	如愿以偿	41	
205:	何去何从	41	
206:	遥遥无期	41	
207:	不折不扣	41	
208:	危言耸听	41	
209:	有恃无恐	41	
210:	执迷不悟	40	
211:	出尔反尔	40	
212:	三位一体	40	
213:	刻不容缓	40	
214:	梦寐以求	40	
215:	虎视眈眈	40	
216:	轰轰烈烈	40	
217:	大惊小怪	40	
218:	耿耿于怀	40	
219:	一脉相承	40	
220:	马不停蹄	39	
221:	敲诈勒索	39	
222:	微不足道	39	4
223:	束手无策	39	
224:	混为一谈	39	
225:	兴致勃勃	39	
226:	家喻户晓	39	4
227:	安然无恙	39	
228:	同归于尽	39	
229:	虚张声势	39	
230:	任重道远	39	
231:	昭然若揭	39	
232:	形形色色	39	
233:	力所能及	38	2
234:	适得其反	38	
235:	家常便饭	38	
236:	力不从心	38	
237:	穷兵黩武	38	
238:	始作俑者	38	
239:	源远流长	38	
240:	挺身而出	38	
241:	国计民生	38	
242:	逍遥法外	37	
243:	大起大落	37	
244:	得寸进尺	37	
245:	义无反顾	37	
246:	滥用职权	37	
247:	一帆风顺	37	4
248:	屡见不鲜	37	
249:	坚持不懈	37	
250:	嗤之以鼻	37	
251:	拳打脚踢	37	
252:	说三道四	37	
253:	接连不断	37	
254:	名列前茅	37	
255:	每况愈下	37	
256:	不屑一顾	36	
257:	同日而语	36	
258:	出谋划策	36	
259:	戒备森严	36	
260:	继往开来	36	
261:	令人发指	36	
262:	不甘示弱	36	
263:	小心谨慎	36	
264:	处心积虑	36	
265:	首屈一指	35	
266:	声势浩大	35	
267:	络绎不绝	35	
268:	势均力敌	35	
269:	寥寥无几	35	
270:	触目惊心	35	
271:	前车之鉴	35	
272:	无济于事	35	
273:	呼之欲出	35	
274:	兴风作浪	35	
275:	万不得已	35	
276:	权宜之计	35	
277:	销声匿迹	34	
278:	千丝万缕	34	
279:	不可开交	34	
280:	既成事实	34	
281:	岌岌可危	34	
282:	刻骨铭心	34	
283:	堂而皇之	34	
284:	拒之门外	34	
285:	一应俱全	34	
286:	默默无闻	34	
287:	当之无愧	34	
288:	意味深长	34	
289:	迎头赶上	34	
290:	孤注一掷	34	
291:	大相径庭	34	
292:	情不自禁	33	
293:	两败俱伤	33	
294:	声东击西	33	
295:	毁于一旦	33	
296:	高瞻远瞩	33	
297:	后顾之忧	33	
298:	得天独厚	33	
299:	指日可待	33	
300:	相辅相成	33	
301:	一反常态	33	
302:	大有人在	32	
303:	大获全胜	32	
304:	一清二楚	32	
305:	浑身解数	32	
306:	堂堂正正	32	
307:	一分为二	32	
308:	字里行间	32	
309:	不知去向	32	
310:	全心全意	32	4
311:	化整为零	32	
312:	总而言之	32	3
313:	土崩瓦解	32	
314:	置若罔闻	31	
315:	蒸蒸日上	31	
316:	苦心经营	31	
317:	不可动摇	31	
318:	断章取义	31	
319:	自强不息	31	
320:	进退两难	31	
321:	臭名昭著	31	
322:	雄心壮志	31	
323:	兴高采烈	31	3
324:	审时度势	31	
325:	大街小巷	31	
326:	欣欣向荣	31	4
327:	庞然大物	31	
328:	事与愿违	31	
329:	一蹴而就	31	
330:	潜移默化	31	
331:	有机可乘	31	
332:	遥遥领先	31	
333:	大打出手	31	
334:	天方夜谭	31	
335:	围魏救赵	30	
336:	各式各样	30	
337:	攻心为上	30	
338:	无稽之谈	30	
339:	大有作为	30	
340:	目瞪口呆	30	
341:	习以为常	30	
342:	真相大白	30	
343:	千千万万	30	
344:	不绝于耳	30	
345:	有生力量	30	
346:	玩忽职守	30	
347:	五花八门	30	
348:	蒙混过关	29	
349:	战战兢兢	29	
350:	犹豫不决	29	
351:	发扬光大	29	4
352:	合情合理	29	4
353:	不计其数	29	
354:	出其不意	29	
355:	无家可归	29	
356:	轻描淡写	29	
357:	心有余悸	29	
358:	斩钉截铁	29	4
359:	不堪一击	29	
360:	一口咬定	29	
361:	与众不同	29	
362:	并驾齐驱	29	
363:	从头到尾	29	
364:	近在咫尺	29	
365:	危机四伏	29	
366:	旷日持久	29	
367:	赞不绝口	29	
368:	死灰复燃	28	
369:	古今中外	28	
370:	望而却步	28	
371:	急转直下	28	
372:	热火朝天	28	
373:	冠冕堂皇	28	
374:	惨不忍睹	28	
375:	一心一意	28	
376:	居安思危	28	
377:	惊涛骇浪	28	
378:	翻天覆地	28	
379:	举国上下	28	
380:	矢口否认	28	
381:	曾几何时	28	
382:	火上浇油	28	
383:	旗帜鲜明	28	
384:	了如指掌	28	
385:	蛛丝马迹	28	
386:	绞尽脑汁	28	
387:	长驱直入	28	
388:	弄虚作假	28	4
389:	违法乱纪	28	
390:	风平浪静	28	
391:	风吹草动	28	
392:	不可告人	27	
393:	捕风捉影	27	
394:	可乘之机	27	
395:	天经地义	27	
396:	口诛笔伐	27	
397:	不容置疑	27	
398:	齐心协力	27	
399:	屈指可数	27	
400:	平起平坐	27	
401:	迎头痛击	27	
402:	痴人说梦	27	
403:	耀武扬威	27	
404:	聚精会神	27	3
405:	骇人听闻	27	
406:	一见钟情	27	
407:	名正言顺	27	
408:	无与伦比	27	
409:	我行我素	27	
410:	似是而非	27	4
411:	争先恐后	27	4
412:	不伦不类	27	
413:	精兵强将	27	
414:	遥相呼应	26	
415:	震耳欲聋	26	
416:	后来居上	26	
417:	通力合作	26	
418:	大同小异	26	4
419:	义不容辞	26	
420:	心甘情愿	26	
421:	大名鼎鼎	26	
422:	彻头彻尾	26	
423:	白纸黑字	26	
424:	一塌糊涂	26	
425:	借题发挥	26	
426:	浩浩荡荡	26	4
427:	知己知彼	26	
428:	四面八方	26	3
429:	用武之地	26	
430:	不翼而飞	26	
431:	不见经传	26	
432:	从天而降	26	
433:	走马上任	26	
434:	蒙在鼓里	26	
435:	痛定思痛	26	
436:	分崩离析	26	
437:	深恶痛绝	26	
438:	身体力行	26	
439:	百废待兴	25	
440:	至高无上	25	
441:	掩人耳目	25	
442:	心中有数	25	
443:	纸上谈兵	25	
444:	水涨船高	25	
445:	大错特错	25	
446:	无法无天	25	
447:	讳莫如深	25	
448:	数一数二	25	
449:	久而久之	25	
450:	一筹莫展	25	
451:	不知所措	25	
452:	软硬兼施	25	
453:	东窗事发	25	
454:	另起炉灶	25	
455:	四分五裂	25	
456:	唇齿相依	25	
457:	秘而不宣	25	
458:	双管齐下	25	
459:	网开一面	25	
460:	改弦更张	25	
461:	哗众取宠	25	
462:	异乎寻常	25	
463:	不堪入目	24	
464:	分庭抗礼	24	
465:	恰到好处	24	4
466:	愤愤不平	24	
467:	背水一战	24	
468:	一己之私	24	
469:	分道扬镳	24	
470:	归根到底	24	4
471:	责无旁贷	24	
472:	不闻不问	24	
473:	再接再厉	24	
474:	提心吊胆	24	4
475:	方兴未艾	24	
476:	自给自足	24	
477:	不辱使命	24	
478:	大政方针	24	
479:	众矢之的	24	
480:	名存实亡	24	
481:	土生土长	24	
482:	三缄其口	24	
483:	水泄不通	24	
484:	重蹈覆辙	24	
485:	忍气吞声	24	
486:	统筹兼顾	24	
487:	胡作非为	24	
488:	模棱两可	24	
489:	身家性命	24	
490:	尽如人意	24	
491:	在所不惜	24	
492:	天壤之别	24	
493:	聪明才智	24	
494:	繁荣富强	24	
495:	左右为难	24	
496:	忐忑不安	24	
497:	物美价廉	24	
498:	荷枪实弹	24	
499:	摇身一变	24	
500:	听之任之	23	
501:	眼花缭乱	23	
502:	大是大非	23	
503:	人心惶惶	23	
504:	按捺不住	23	
505:	繁荣昌盛	23	
506:	开诚布公	23	
507:	马首是瞻	23	
508:	一网打尽	23	
509:	畅通无阻	23	
510:	怨声载道	23	
511:	侃侃而谈	23	
512:	无所适从	23	
513:	见缝插针	23	
514:	方便之门	23	
515:	不可一世	23	
516:	一蹶不振	23	
517:	必由之路	23	
518:	煞有介事	22	
519:	千载难逢	22	
520:	绰绰有余	22	
521:	大声疾呼	22	
522:	不明不白	22	
523:	绝无仅有	22	
524:	今非昔比	22	
525:	亡羊补牢	22	
526:	渐入佳境	22	
527:	一盘散沙	22	
528:	耳熟能详	22	
529:	苦不堪言	22	
530:	天下第一	22	
531:	不谋而合	22	
532:	避重就轻	22	
533:	无可置疑	22	
534:	胡说八道	22	
535:	信以为真	22	
536:	置身事外	22	
537:	缓兵之计	22	
538:	一成不变	22	
539:	崭露头角	22	
540:	火上加油	22	
541:	瞠目结舌	22	
542:	狂轰滥炸	22	
543:	不寒而栗	22	
544:	游刃有余	22	
545:	一丝不挂	22	
546:	灭顶之灾	22	
547:	承前启后	22	
548:	恼羞成怒	22	
549:	座无虚席	22	
550:	你死我活	22	
551:	丰功伟绩	21	
552:	脚踏实地	21	
553:	货真价实	21	
554:	急功近利	21	
555:	波澜壮阔	21	
556:	分工合作	21	
557:	倒行逆施	21	
558:	热泪盈眶	21	4
559:	无计可施	21	
560:	化为乌有	21	
561:	以暴易暴	21	
562:	价廉物美	21	
563:	心急如焚	21	
564:	赫赫有名	21	
565:	汗马功劳	21	
566:	见怪不怪	21	
567:	一视同仁	21	
568:	跃跃欲试	21	
569:	语重心长	21	
570:	步步为营	21	
571:	不胜枚举	21	
572:	气急败坏	21	
573:	历历在目	21	
574:	琳琅满目	21	
575:	旗鼓相当	21	
576:	一石二鸟	21	
577:	有生之年	21	
578:	扬长而去	21	
579:	手无寸铁	21	
580:	半壁江山	21	
581:	不欢而散	21	
582:	无影无踪	21	
583:	寿终正寝	21	
584:	如法炮制	21	
585:	不能自拔	21	
586:	光明正大	21	
587:	自以为是	20	
588:	高枕无忧	20	
589:	公平合理	20	
590:	大显身手	20	
591:	各自为政	20	
592:	指手画脚	20	4
593:	大有可为	20	4
594:	勇往直前	20	
595:	感慨万千	20	
596:	箭在弦上	20	
597:	因地制宜	20	
598:	平分秋色	20	
599:	大刀阔斧	20	
600:	有利可图	20	
601:	空头支票	20	
602:	量力而行	20	
603:	乐此不疲	20	
604:	就事论事	20	
605:	紧要关头	20	
606:	奉公守法	20	
607:	难能可贵	20	
608:	风云突变	20	
609:	风起云涌	20	
610:	走投无路	20	
611:	南辕北辙	20	
612:	火中取栗	20	
613:	倾家荡产	20	
614:	温文尔雅	20	
615:	卧薪尝胆	20	
616:	天罗地网	20	
617:	司空见惯	20	
618:	投桃报李	20	
619:	天衣无缝	20	
620:	叹为观止	20	
621:	谈何容易	20	
622:	一臂之力	20	
623:	日日夜夜	20	
624:	胸有成竹	20	
625:	言之凿凿	20	
626:	按部就班	20	
627:	亦步亦趋	20	
628:	生死攸关	20	
629:	力挽狂澜	19	
630:	不置可否	19	
631:	大开眼界	19	
632:	逃之夭夭	19	
633:	对症下药	19	
634:	漏洞百出	19	
635:	贪官污吏	19	
636:	年复一年	19	
637:	当机立断	19	
638:	守口如瓶	19	
639:	得心应手	19	
640:	始终不渝	19	
641:	颠倒黑白	19	
642:	有声有色	19	4
643:	时过境迁	19	
644:	自相残杀	19	
645:	调兵遣将	19	
646:	一丝不苟	19	
647:	同仇敌忾	19	
648:	野心勃勃	19	
649:	和睦相处	19	
650:	小道消息	19	
651:	改头换面	19	
652:	负隅顽抗	19	
653:	和而不同	19	
654:	格格不入	19	4
655:	供过于求	19	
656:	言外之意	19	
657:	顾全大局	19	4
658:	各个击破	19	
659:	招兵买马	19	
660:	无人问津	19	
661:	如临大敌	19	
662:	不可磨灭	19	
663:	通风报信	19	
664:	克敌制胜	19	
665:	同心同德	19	
666:	反败为胜	19	
667:	博大精深	19	
668:	锦上添花	19	
669:	不负众望	19	
670:	居心叵测	19	
671:	不屈不挠	19	
672:	不偏不倚	19	
673:	师出无名	18	
674:	弄巧成拙	18	
675:	冷眼旁观	18	
676:	不以为意	18	
677:	束手就擒	18	
678:	念念不忘	18	
679:	波涛汹涌	18	
680:	瞒天过海	18	
681:	诸如此类	18	4
682:	艰苦卓绝	18	
683:	生机勃勃	18	
684:	釜底抽薪	18	
685:	混淆视听	18	
686:	异想天开	18	
687:	一朝一夕	18	
688:	本来面目	18	
689:	随时随地	18	
690:	不由自主	18	
691:	沆瀣一气	18	
692:	无可争辩	18	
693:	面目全非	18	
694:	玩火自焚	18	
695:	漠不关心	18	
696:	长此以往	18	
697:	啼笑皆非	18	
698:	铜墙铁壁	18	
699:	据理力争	18	
700:	坐以待毙	18	
701:	不期而遇	18	
702:	视若无睹	18	
703:	多事之秋	18	
704:	一拥而上	18	
705:	特立独行	18	
706:	明争暗斗	18	
707:	脱胎换骨	18	
708:	挖空心思	18	
709:	非同小可	18	
710:	纵横捭阖	18	
711:	玉石俱焚	18	
712:	始终如一	18	
713:	投石问路	18	
714:	真心实意	18	
715:	不在话下	18	
716:	煞费苦心	18	
717:	后发制人	18	
718:	挨家挨户	18	
719:	不自量力	18	
720:	整装待发	18	
721:	从中渔利	18	
722:	和盘托出	18	
723:	言过其实	18	
724:	扬眉吐气	18	
725:	情有可原	18	
726:	信口开河	18	
727:	一败涂地	18	
728:	丧权辱国	18	
729:	先天不足	18	
730:	暗渡陈仓	17	
731:	不动声色	17	
732:	垂涎三尺	17	
733:	不攻自破	17	
734:	各抒己见	17	
735:	差强人意	17	
736:	明明白白	17	
737:	含糊其辞	17	
738:	休养生息	17	
739:	灰头土脸	17	
740:	公之于众	17	
741:	光天化日	17	
742:	掩耳盗铃	17	
743:	从长计议	17	
744:	异军突起	17	
745:	功亏一篑	17	
746:	恰如其分	17	4
747:	只字不提	17	
748:	谈笑风生	17	
749:	黯然失色	17	
750:	以牙还牙	17	
751:	大言不惭	17	
752:	烟消云散	17	
753:	改弦易辙	17	
754:	无所不在	17	
755:	狗急跳墙	17	
756:	神出鬼没	17	
757:	无所顾忌	17	
758:	开花结果	17	
759:	必争之地	17	
760:	乘虚而入	17	
761:	煽风点火	17	
762:	四面楚歌	17	
763:	患得患失	17	
764:	坚不可摧	17	
765:	接踵而来	17	
766:	莫衷一是	17	
767:	独占鳌头	17	
768:	无足轻重	17	
769:	一穷二白	17	
770:	狭路相逢	17	
771:	心照不宣	17	
772:	望尘莫及	17	
773:	口不择言	17	
774:	大动干戈	17	
775:	瞬息万变	17	
776:	杯水车薪	17	
777:	操之过急	17	
778:	麻木不仁	16	
779:	屡试不爽	16	
780:	老生常谈	16	
781:	不义之财	16	
782:	庐山真面	16	
783:	人满为患	16	
784:	劳民伤财	16	
785:	滔滔不绝	16	4
786:	以身作则	16	4
787:	财大气粗	16	
788:	顺藤摸瓜	16	
789:	一劳永逸	16	
790:	戛然而止	16	
791:	昙花一现	16	
792:	无孔不入	16	
793:	沾沾自喜	16	
794:	鞭长莫及	16	
795:	峰回路转	16	
796:	一举两得	16	
797:	风尘仆仆	16	
798:	付诸东流	16	
799:	相形见绌	16	
800:	摇旗呐喊	16	
801:	指手划脚	16	
802:	言听计从	16	
803:	摇摇欲坠	16	
804:	恨之入骨	16	
805:	求之不得	16	
806:	欣喜若狂	16	
807:	高楼大厦	16	
808:	忘乎所以	16	
809:	皆大欢喜	16	
810:	迥然不同	16	
811:	不解之缘	16	
812:	举世闻名	16	4
813:	不堪回首	16	
814:	打击报复	16	
815:	开门见山	16	
816:	发号施令	16	
817:	不可逾越	16	
818:	反复无常	16	
819:	反客为主	16	
820:	一落千丈	16	
821:	拨乱反正	16	
822:	纷至沓来	16	
823:	费尽心机	16	
824:	完美无缺	16	
825:	谨言慎行	16	
826:	全神贯注	16	
827:	铁板一块	16	
828:	装腔作势	16	
829:	杀鸡儆猴	16	
830:	崇山峻岭	16	
831:	丧心病狂	16	
832:	一语道破	16	
833:	朝夕相处	16	
834:	草木皆兵	16	
835:	排山倒海	16	
836:	眉来眼去	16	
837:	时不我待	16	
838:	内忧外患	16	
839:	大势已去	16	
840:	一无所有	16	
841:	千疮百孔	16	
842:	冲锋陷阵	16	
843:	油然而生	16	
844:	势不可挡	16	
845:	弥天大谎	16	
846:	起死回生	16	
847:	应有尽有	16	
848:	如日中天	16	
849:	气势汹汹	16	
850:	滔天罪行	15	
851:	不同凡响	15	
852:	轻重缓急	15	
853:	咬牙切齿	15	
854:	惊慌失措	15	
855:	头破血流	15	
856:	从容应对	15	
857:	一拍即合	15	
858:	远见卓识	15	
859:	万里长城	15	
860:	支离破碎	15	
861:	知难而退	15	
862:	耳目一新	15	
863:	势如破竹	15	
864:	热血沸腾	15	
865:	枪林弹雨	15	
866:	手忙脚乱	15	
867:	望而生畏	15	
868:	急于求成	15	
869:	急起直追	15	
870:	战无不胜	15	
871:	众志成城	15	
872:	自圆其说	15	
873:	声嘶力竭	15	
874:	招摇过市	15	
875:	一唱一和	15	
876:	息事宁人	15	
877:	大摇大摆	15	
878:	无庸置疑	15	
879:	改朝换代	15	
880:	无懈可击	15	
881:	振奋人心	15	
882:	风雨飘摇	15	
883:	彬彬有礼	15	
884:	相安无事	15	
885:	兵临城下	15	
886:	失之交臂	15	
887:	年富力强	15	
888:	奋不顾身	15	
889:	锲而不舍	15	
890:	欢聚一堂	15	
891:	盘根错节	15	
892:	抛头露面	15	
893:	平心而论	15	
894:	稳扎稳打	15	
895:	委曲求全	15	
896:	一览无余	15	
897:	难以为继	15	
898:	乱七八糟	15	4
899:	意气风发	15	
900:	忍辱负重	15	
901:	所见所闻	15	
902:	鱼目混珠	15	
903:	滴水不漏	15	
904:	入不敷出	15	
905:	死里逃生	15	
906:	随机应变	15	
907:	勾心斗角	15	
908:	古往今来	15	
909:	连篇累牍	15	
910:	人心所向	15	
911:	漫不经心	15	
912:	哑口无言	15	
913:	牢不可破	15	
914:	老调重弹	15	
915:	守株待兔	14	
916:	富国强兵	14	
917:	旧事重提	14	
918:	后患无穷	14	
919:	喋喋不休	14	
920:	不敢苟同	14	
921:	闭关自守	14	
922:	若无其事	14	
923:	大兴土木	14	
924:	故伎重演	14	
925:	千差万别	14	
926:	心惊肉跳	14	
927:	争分夺秒	14	
928:	接踵而至	14	
929:	举棋不定	14	
930:	并行不悖	14	
931:	十全十美	14	4
932:	痛心疾首	14	
933:	成群结队	14	
934:	路人皆知	14	
935:	石沉大海	14	
936:	义愤填膺	14	
937:	见仁见智	14	
938:	脱口而出	14	
939:	春暖花开	14	
940:	担惊受怕	14	
941:	出生入死	14	
942:	万劫不复	14	
943:	敲山震虎	14	
944:	干净利落	14	
945:	惊世骇俗	14	
946:	惊天动地	14	
947:	体无完肤	14	
948:	如鱼得水	14	
949:	一相情愿	14	
950:	死于非命	14	
951:	混水摸鱼	14	
952:	载歌载舞	14	
953:	水深火热	14	
954:	大权在握	14	
955:	幸灾乐祸	14	
956:	得意洋洋	14	
957:	血流成河	14	
958:	参差不齐	14	
959:	安营扎寨	14	
960:	深信不疑	14	
961:	众望所归	14	
962:	衣食住行	14	
963:	顺水推舟	14	
964:	步调一致	14	
965:	前因后果	14	
966:	有的放矢	14	
967:	欲盖弥彰	14	
968:	胆大妄为	14	
969:	异曲同工	14	
970:	孤立无援	14	
971:	无缘无故	14	
972:	化为泡影	14	
973:	毛骨悚然	14	
974:	善罢甘休	14	
975:	千里迢迢	14	
976:	一以贯之	14	
977:	有名无实	14	
978:	怀恨在心	14	
979:	多此一举	14	
980:	道听途说	14	
981:	三足鼎立	14	
982:	平易近人	14	
983:	因小失大	14	
984:	无事生非	14	
985:	吹灰之力	14	
986:	流离失所	14	
987:	不厌其烦	14	
988:	事出有因	14	
989:	畅所欲言	14	
990:	疲于奔命	14	
991:	引人入胜	14	
992:	风口浪尖	13	
993:	欢呼雀跃	13	
994:	表面文章	13	
995:	一举成名	13	
996:	人山人海	13	
997:	以逸待劳	13	
998:	风和日丽	13	
999:	灰飞烟灭	13	
1000:	颠三倒四	13	
1001:	公平交易	13	
1002:	先声夺人	13	
1003:	落井下石	13	
1004:	青红皂白	13	
1005:	凤毛麟角	13	
1006:	奄奄一息	13	
1007:	身经百战	13	
1008:	浑水摸鱼	13	
1009:	取长补短	13	
1010:	众目睽睽	13	
1011:	满载而归	13	
1012:	设身处地	13	
1013:	赤身裸体	13	
1014:	依依不舍	13	
1015:	债台高筑	13	
1016:	东躲西藏	13	
1017:	避而不谈	13	
1018:	栩栩如生	13	
1019:	艰难困苦	13	
1020:	待价而沽	13	
1021:	监守自盗	13	
1022:	无关紧要	13	
1023:	自顾不暇	13	
1024:	本末倒置	13	
1025:	炙手可热	13	
1026:	无可非议	13	
1027:	恍然大悟	13	
1028:	乌合之众	13	
1029:	故弄玄虚	13	
1030:	趁火打劫	13	
1031:	偷梁换柱	13	
1032:	独当一面	13	
1033:	言而有信	13	
1034:	合而为一	13	
1035:	打草惊蛇	13	
1036:	敬而远之	13	4
1037:	运筹帷幄	13	
1038:	当头一棒	13	
1039:	兢兢业业	13	4
1040:	群龙无首	13	
1041:	精益求精	13	4
1042:	呼风唤雨	13	
1043:	光明磊落	13	
1044:	约定俗成	13	
1045:	哭笑不得	13	
1046:	天下大乱	13	
1047:	苦口婆心	13	
1048:	按兵不动	13	
1049:	面面俱到	13	4
1050:	前赴后继	13	4
1051:	欺人之谈	13	
1052:	是非曲直	13	
1053:	数不胜数	13	
1054:	德高望重	13	
1055:	不可终日	13	
1056:	形迹可疑	13	
1057:	不一而足	13	
1058:	罪大恶极	13	
1059:	叱咤风云	13	
1060:	当仁不让	13	
1061:	内外交困	13	
1062:	金字招牌	13	
1063:	奋发图强	13	
1064:	动之以情	13	
1065:	弹丸之地	13	
1066:	以身殉职	13	
1067:	一事无成	13	
1068:	因势利导	13	
1069:	危在旦夕	13	
1070:	言行不一	13	
1071:	一鸣惊人	13	
1072:	顾此失彼	13	
1073:	当家做主	13	
1074:	进退维谷	13	
1075:	节外生枝	13	
1076:	相得益彰	13	
1077:	引火烧身	12	
1078:	直接了当	12	
1079:	三令五申	12	
1080:	掷地有声	12	
1081:	指名道姓	12	
1082:	喜出望外	12	
1083:	血迹斑斑	12	
1084:	板上钉钉	12	
1085:	相持不下	12	
1086:	三番五次	12	4
1087:	现身说法	12	
1088:	昏迷不醒	12	
1089:	白手起家	12	
1090:	心灰意冷	12	
1091:	各有千秋	12	
1092:	平心静气	12	
1093:	夜以继日	12	
1094:	华而不实	12	
1095:	缓不济急	12	
1096:	山水相连	12	
1097:	黄金时代	12	
1098:	争权夺利	12	
1099:	隐姓埋名	12	
1100:	歌舞升平	12	
1101:	星罗棋布	12	
1102:	半信半疑	12	
1103:	如释重负	12	
1104:	引以为戒	12	
1105:	花团锦簇	12	
1106:	三思而行	12	
1107:	各自为战	12	
1108:	拍案而起	12	
1109:	分化瓦解	12	
1110:	斤斤计较	12	
1111:	金童玉女	12	
1112:	缩手缩脚	12	
1113:	尽善尽美	12	
1114:	远交近攻	12	
1115:	坐立不安	12	
1116:	随波逐流	12	
1117:	所向披靡	12	
1118:	别出心裁	12	
1119:	满目疮痍	12	
1120:	街头巷尾	12	
1121:	粉墨登场	12	
1122:	当头棒喝	12	
1123:	不甘寂寞	12	
1124:	男女老少	12	
1125:	里应外合	12	
1126:	痛哭流涕	12	
1127:	事半功倍	12	
